OTU_number,Kingdom,Phylum,Class,Order,Family,Genus,Species,V41,V42,V43,V45,V44,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94
OTU1528,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3203,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,unidentified,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU305,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Sonoraphlyctidaceae,Sonoraphlyctis,NA,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,19,47,0,0,0,0,0,0,16,0,0,0,1,0,2,55,0,15,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
OTU567,Fungi,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4135,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,13,1,0,1,3,0,0,5,0,0,0,0,0,0,0,1,4,0,3,1,0,0,0,0,0
OTU3123,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp_SH1525414.08FU,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,46,0,0,0,16,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
OTU3030,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Acericola,Acericola_italica_SH1525103.08FU,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1465,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU760,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3648,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,2,4,0,0,0,0,2,0,0,0,0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,3,30,8,13,27,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,53,20,0,2,23
OTU943,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium_wieringae_SH1631613.08FU,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4
OTU16,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU837,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,unidentified,unidentified,Agaricostilbales_sp_SH1246263.08FU,1,5,0,1,0,2,2,5,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,3,2,3,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3893,Fungi,NA,NA,NA,NA,NA,NA,1,12,8,2,1,10,5,0,2,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,1,0,0,2,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,10,1,4,0,1,7,0,0,1,1
OTU205,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp_SH1571598.08FU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
OTU2705,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,1,12,0,6,0,7,2,0,0,0,9,1,16,2,1,3,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,15,0,1,7
OTU2190,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,1,0,0,0,0,0,0,0,2,0,0,10,15,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1868,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU4097,Fungi,Ascomycota,NA,NA,NA,NA,NA,3,2,0,1,5,1,0,0,0,0,0,17,0,6,1,0,0,0,0,0,0,0,0,1,51,1,0,1,2,0,2,1,1,1,46,19,3,0,17,6,1,6,1,0,0,0,0,1,0,0,0,0,8,43
OTU503,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU2838,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2364,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,NA,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,7,0,0,3,0,0,0,4,1,30,539,4,23,0,3,1,0,3,2,0,5,1,0,0,0,0,0,0,1,1,0,0,1
OTU3578,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,2,0,0,0,0,52,1,0,0,0,0,0,0,0,0,0,0,0
OTU3310,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU1607,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_maculata_SH1508498.08FU,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,3,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU696,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,8,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU426,Fungi,NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3124,Fungi,NA,NA,NA,NA,NA,NA,1,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,40,13,1,2,1,4,1,1,5,0,0,0,1,0,1,0,0,0,0,0,0,1,3,1,0,4,0,0,0,0,0,1,0,0,0
OTU227,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU3555,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,NA,1,3,0,9,1,6,2,1,1,2,0,0,0,0,0,2,15,10,8,2,1,0,5,2,8,1,10,29,59,28,70,68,408,176,322,227,5,93,15,54,8,474,425,0,2,2,0,0,2,0,1,0,0,1
OTU3484,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,3,15,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
OTU2850,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Spegazzinia,Spegazzinia_tessarthra_SH1648592.08FU,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU886,Fungi,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1403,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,unidentified,Psathyrellaceae_sp_SH1523634.08FU,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU3914,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA,1,0,0,1,5,0,2,0,0,10,0,0,1,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,8,1,0,4,12,3,0,1,0,1,0,0,0,0,0,0,0,0,1
OTU1937,Fungi,NA,NA,NA,NA,NA,NA,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3980,Fungi,Ascomycota,Dothideomycetes,Capnodiales,unidentified,unidentified,Capnodiales_sp_SH1567304.08FU,4,1,0,1,0,8,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,8,1,0,0,0,0,2,0,1,3,3,0,0,0,0,3,4,4,0,0,1,0
OTU810,Fungi,Aphelidiomycota,Aphelidiomycetes,GS16,unidentified,unidentified,GS16_sp_SH1610148.08FU,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0
OTU4194,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3947,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4538,Fungi,NA,NA,NA,NA,NA,NA,3,4,7,5,70,2,2,10,1,21,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,1,30,63,8,31,42,2,3,1,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU4273,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,unidentified,Teratosphaeriaceae_sp_SH1641297.08FU,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2494,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp_SH2725604.08FU,1,0,7,0,2,12,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2000,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA,1,0,0,0,6,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU3009,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria_urticae_SH1624121.08FU,1,1,0,0,3,0,1,0,0,0,0,0,2,0,0,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0
OTU2480,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Bradymyces,Bradymyces_sp_SH1560726.08FU,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1942,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2497,Fungi,Basidiomycota,Tremellomycetes,unidentified,unidentified,unidentified,Tremellomycetes_sp_SH1540015.08FU,1,1,0,0,0,0,0,0,0,5,1,1,0,0,2,0,4,0,0,0,0,4,0,0,0,0,3,1,7,5,12,0,2,1,0,0,0,0,1,2,1,2,2,0,0,2,2,0,30,0,0,0,0,0
OTU1341,Fungi,NA,NA,NA,NA,NA,NA,1,0,2,3,1,3,9,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU3703,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU3524,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Zopfiella,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3231,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales_sp_SH1525097.08FU,2,3,0,6,1,15,1,1,16,44,13,8,16,0,2,7,3,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,57,1,4,0,0,0,1,7,4,7,31,6,1,0,0,2
OTU4235,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Cadophora,NA,1,0,0,3,0,1,12,0,0,0,0,1,0,0,0,1,4,4,0,0,1,0,0,5,9,2,57,6,21,138,161,143,24,48,25,348,1,6,1,160,8,71,125,0,0,0,1,1,12,42,4,0,0,0
OTU2041,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys_oligospora_SH1515578.08FU,2,5,1,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
OTU3481,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Subplenodomus,NA,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1248,Fungi,Chytridiomycota,NA,NA,NA,NA,NA,2,7,1,0,0,1,0,0,0,0,0,0,8,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,0,1,2,0,0,0,0,0,0,7,0,0,0,0,0
OTU4092,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,NA,1,30,12,18,5,0,0,0,0,0,7,1,23,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,8,0,0,0
OTU4109,Fungi,Ascomycota,NA,NA,NA,NA,NA,1,5,0,1,2,17,6,3,1,2,0,0,10,0,0,5,9,0,1,2,5,0,0,0,0,0,0,0,3,0,8,2,1,0,3,2,0,1,2,0,1,2,0,0,3,0,3,1,2,38,92,0,5,43
OTU3833,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4146,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,unidentified,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1130,Fungi,Basidiomycota,Microbotryomycetes,Microbotryales,Ustilentylomataceae,Ustilentyloma,Ustilentyloma_graminis_SH1522770.08FU,1,1,0,0,29,0,6,4,0,0,8,5,1,1,0,7,6,5,4,0,1,4,3,372,23,4,4,5,2,3,0,60,5,10,1,48,10,7,13,4,0,27,6,0,9,8,3,3,3,108,15,0,2,4
OTU3588,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales_sp_SH1615651.08FU,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
OTU3323,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4583,Fungi,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1271,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,NA,NA,NA,1,1059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1088,Fungi,NA,NA,NA,NA,NA,NA,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3900,Fungi,Ascomycota,NA,NA,NA,NA,NA,1,4,0,1,2,0,3,0,0,2,0,0,0,0,0,0,1,2,3,0,0,4,0,0,2,0,0,0,0,6,2,0,0,1,1,10,0,1,0,2,0,0,0,2,2,10,0,4,20,1,0,0,0,0
OTU2236,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,Tremella_sp_SH1506195.08FU,1,1,0,0,0,2,0,0,0,0,0,145,179,3,28,7,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6,0,1,179,12,0,0,0,0,0
OTU2601,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida_norvegica_SH1556511.08FU,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2306,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_anisopliae_SH1594438.08FU,1,7,46,22,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4453,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,2,3,1,0,0,0,0,2,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,23,13,0,0,2
OTU3974,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,unidentified,Helotiaceae_sp_SH1543030.08FU,1,1,4,100,0,1,0,0,0,0,0,0,0,0,49,36,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0
OTU3135,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,Torula_hollandica_SH1560800.08FU,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
OTU4046,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales_sp_SH1523409.08FU,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2490,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,NA,1,11,0,1,0,8,7,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,7
OTU4391,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
OTU3930,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU3471,Fungi,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU507,Fungi,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU584,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,1,4,2,1,2,2,14,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,6,1,7,7,0,1,0,2,0,0,1,0,1,0,7,1,5,0,0,0,1,0,0,1,6,0,1,1
OTU1011,Fungi,NA,NA,NA,NA,NA,NA,1,4,0,1,0,0,1,2,0,3,0,0,0,2,0,0,1,0,0,0,2,0,0,0,8,0,0,4,5,2,2,18,22,0,7,0,0,1,1,0,2,1,3,0,0,0,3,0,0,0,1,0,0,2
OTU2001,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,unidentified,unidentified,Archaeosporales_sp_SH1538603.08FU,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU729,Fungi,NA,NA,NA,NA,NA,NA,1,26,5,1,87,9,6,4,3,3,0,0,0,4,0,10,20,0,0,1,0,0,3,0,4,0,0,1,0,0,0,1,13,2,61,2,1,3,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,1
OTU3477,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,Herpotrichiellaceae_sp_SH1244196.08FU,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,3,0,1,0,0,0,1,0,0,0,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1106,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU3792,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,NA,1,0,0,284,0,27,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1750,Fungi,Ascomycota,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4,28,7,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
OTU3176,Fungi,NA,NA,NA,NA,NA,NA,1,1,0,0,1,2,0,0,0,1,1,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,2,1,1,0,5,1,0,1,11,3,0,0,0,4
